accession_no,form_type,cik,name,filed_at,report_date,series_id,filing_url
0001145549-19-016328,N-MFP2,1121257,JNL INVESTORS SERIES TRUST,2019-06-07,2019-05-31,,https://www.sec.gov/Archives/edgar/data/1121257/000114554919016328/0001145549-19-016328-index.htm
0001145549-19-016203,N-MFP2,746458,AMERICAN CENTURY MUNICIPAL TRUST,2019-06-07,2019-05-31,,https://www.sec.gov/Archives/edgar/data/746458/000114554919016203/0001145549-19-016203-index.htm
0001145549-19-016246,N-MFP2,814079,Funds For Institutions Series,2019-06-07,2019-05-31,,https://www.sec.gov/Archives/edgar/data/814079/000114554919016246/0001145549-19-016246-index.htm
0000704207-19-000026,N-MFP2,704207,Fidelity Newbury Street Trust,2019-06-07,2019-05-31,,https://www.sec.gov/Archives/edgar/data/704207/000070420719000026/0000704207-19-000026-index.htm
0000894189-19-003526,N-MFP2,356134,FIRST AMERICAN FUNDS INC,2019-06-07,2019-05-31,,https://www.sec.gov/Archives/edgar/data/356134/000089418919003526/0000894189-19-003526-index.htm
0001098992-19-000010,N-MFP2,1392417,"MFS INSTITUTIONAL MONEY MARKET PORTFOLIO, A SERIES OF THE MFS SERIES TRUST XIV",2019-06-07,2019-05-31,,https://www.sec.gov/Archives/edgar/data/1392417/000109899219000010/0001098992-19-000010-index.htm
0001145549-19-016254,N-MFP2,1161852,MASTER INSTITUTIONAL MONEY MARKET LLC,2019-06-07,2019-05-31,,https://www.sec.gov/Archives/edgar/data/1161852/000114554919016254/0001145549-19-016254-index.htm
0001718745-19-000156,N-MFP2,763852,JPMORGAN TRUST II,2019-06-07,2019-05-31,,https://www.sec.gov/Archives/edgar/data/763852/000171874519000156/0001718745-19-000156-index.htm
0001258897-19-001631,N-MFP2,856517,MONEY MARKET OBLIGATIONS TRUST,2019-06-07,2019-05-31,,https://www.sec.gov/Archives/edgar/data/856517/000125889719001631/0001258897-19-001631-index.htm
0001145549-19-016356,N-MFP2,1516523,Advisers Investment Trust,2019-06-07,2019-05-31,,https://www.sec.gov/Archives/edgar/data/1516523/000114554919016356/0001145549-19-016356-index.htm
0001145549-19-016376,N-MFP2,701939,SEI DAILY INCOME TRUST /MA/,2019-06-07,2019-05-31,,https://www.sec.gov/Archives/edgar/data/701939/000114554919016376/0001145549-19-016376-index.htm
0001145549-19-016435,N-MFP2,205007,SHORT-TERM INVESTMENTS TRUST,2019-06-07,2019-05-31,S000000221,https://www.sec.gov/Archives/edgar/data/205007/000114554919016435/0001145549-19-016435-index.htm
0001145549-19-016466,N-MFP2,1060517,UBS Series Funds,2019-06-07,2019-05-31,,https://www.sec.gov/Archives/edgar/data/1060517/000114554919016466/0001145549-19-016466-index.htm
0001145549-19-016111,N-MFP2,908695,USAA MUTUAL FUNDS TRUST,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/908695/000114554919016111/0001145549-19-016111-index.htm
0001145549-19-016143,N-MFP2,1094885,STATE STREET MASTER FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/1094885/000114554919016143/0001145549-19-016143-index.htm
0001717981-19-000056,N-MFP2,97098,BLACKROCK LIQUIDITY FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/97098/000171798119000056/0001717981-19-000056-index.htm
0000030158-19-000081,N-MFP2,30158,"DREYFUS LIQUID ASSETS, INC.",2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/30158/000003015819000081/0000030158-19-000081-index.htm
0000831363-19-000088,N-MFP2,703153,"GENERAL MUNICIPAL MONEY MARKET FUNDS, INC.",2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/703153/000083136319000088/0000831363-19-000088-index.htm
0001004726-19-000111,N-MFP2,896162,DFA INVESTMENT TRUST CO,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/896162/000100472619000111/0001004726-19-000111-index.htm
0000831363-19-000096,N-MFP2,1423799,Dreyfus Institutional Reserves Funds,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/1423799/000083136319000096/0000831363-19-000096-index.htm
0001145549-19-016030,N-MFP2,889366,"BMO FUNDS, INC.",2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/889366/000114554919016030/0001145549-19-016030-index.htm
0001717981-19-000058,N-MFP2,97098,BLACKROCK LIQUIDITY FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/97098/000171798119000058/0001717981-19-000058-index.htm
0001727644-19-000048,N-MFP2,97098,BLACKROCK LIQUIDITY FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/97098/000172764419000048/0001727644-19-000048-index.htm
0001717981-19-000057,N-MFP2,97098,BLACKROCK LIQUIDITY FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/97098/000171798119000057/0001717981-19-000057-index.htm
0001145549-19-015967,N-MFP2,26262,JOHN HANCOCK CURRENT INTEREST,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/26262/000114554919015967/0001145549-19-015967-index.htm
0000030158-19-000095,N-MFP2,1167368,CITIZENSSELECT FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/1167368/000003015819000095/0000030158-19-000095-index.htm
0001145549-19-016024,N-MFP2,885709,PAYDEN & RYGEL INVESTMENT GROUP,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/885709/000114554919016024/0001145549-19-016024-index.htm
0000030158-19-000091,N-MFP2,702172,"GENERAL GOVERNMENT SECURITIES MONEY MARKET FUNDS, INC.",2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/702172/000003015819000091/0000030158-19-000091-index.htm
0000831363-19-000097,N-MFP2,1423799,Dreyfus Institutional Reserves Funds,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/1423799/000083136319000097/0000831363-19-000097-index.htm
0000831363-19-000085,N-MFP2,831363,"GENERAL NEW JERSEY MUNICIPAL MONEY MARKET FUND, INC.",2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/831363/000083136319000085/0000831363-19-000085-index.htm
0001145549-19-016032,N-MFP2,889366,"BMO FUNDS, INC.",2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/889366/000114554919016032/0001145549-19-016032-index.htm
0000831363-19-000098,N-MFP2,1423799,Dreyfus Institutional Reserves Funds,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/1423799/000083136319000098/0000831363-19-000098-index.htm
0001145549-19-016142,N-MFP2,1094885,STATE STREET MASTER FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/1094885/000114554919016142/0001145549-19-016142-index.htm
0001145549-19-016055,N-MFP2,766351,Securian Funds Trust,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/766351/000114554919016055/0001145549-19-016055-index.htm
0001145549-19-016144,N-MFP2,1094885,STATE STREET MASTER FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/1094885/000114554919016144/0001145549-19-016144-index.htm
0001145549-19-016029,N-MFP2,889366,"BMO FUNDS, INC.",2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/889366/000114554919016029/0001145549-19-016029-index.htm
0001145549-19-016141,N-MFP2,1107414,STATE STREET INSTITUTIONAL INVESTMENT TRUST,2019-06-06,2019-05-31,S000010701,https://www.sec.gov/Archives/edgar/data/1107414/000114554919016141/0001145549-19-016141-index.htm
0001111565-19-000034,N-MFP2,1111565,BNY MELLON FUNDS TRUST,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/1111565/000111156519000034/0001111565-19-000034-index.htm
0001145549-19-016138,N-MFP2,1131013,GuideStone Funds,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/1131013/000114554919016138/0001145549-19-016138-index.htm
0000742212-19-000014,N-MFP2,742212,NORTHWESTERN MUTUAL SERIES FUND INC,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/742212/000074221219000014/0000742212-19-000014-index.htm
0000928816-19-000956,N-MFP2,822671,PUTNAM VARIABLE TRUST,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/822671/000092881619000956/0000928816-19-000956-index.htm
0000030158-19-000090,N-MFP2,702172,"GENERAL GOVERNMENT SECURITIES MONEY MARKET FUNDS, INC.",2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/702172/000003015819000090/0000030158-19-000090-index.htm
0000831363-19-000090,N-MFP2,878734,DREYFUS AMT-FREE NEW YORK MUNICIPAL CASH MANAGEMENT,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/878734/000083136319000090/0000831363-19-000090-index.htm
0000883622-19-000012,N-MFP2,883622,IVY FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/883622/000088362219000012/0000883622-19-000012-index.htm
0001398344-19-010100,N-MFP2,702435,Meeder Funds,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/702435/000139834419010100/0001398344-19-010100-index.htm
0001145549-19-016031,N-MFP2,889366,"BMO FUNDS, INC.",2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/889366/000114554919016031/0001145549-19-016031-index.htm
0001144204-19-030093,N-MFP2,807878,PFM Funds,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/807878/000114420419030093/0001144204-19-030093-index.htm
0001145549-19-016014,N-MFP2,787623,TRANSAMERICA FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/787623/000114554919016014/0001145549-19-016014-index.htm
0001717734-19-000042,N-MFP2,97098,BLACKROCK LIQUIDITY FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/97098/000171773419000042/0001717734-19-000042-index.htm
0001206774-19-001833,N-MFP2,2663,VOYA GOVERNMENT MONEY MARKET PORTFOLIO,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/2663/000120677419001833/0001206774-19-001833-index.htm
0000030158-19-000087,N-MFP2,843781,DREYFUS TREASURY SECURITIES CASH MANAGEMENT,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/843781/000003015819000087/0000030158-19-000087-index.htm
0001004726-19-000108,N-MFP2,864508,Cavanal Hill Funds,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/864508/000100472619000108/0001004726-19-000108-index.htm
0001004726-19-000104,N-MFP2,1039803,PROFUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/1039803/000100472619000104/0001004726-19-000104-index.htm
0001145549-19-016088,N-MFP2,888129,GABELLI MONEY MARKET FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/888129/000114554919016088/0001145549-19-016088-index.htm
0001004726-19-000109,N-MFP2,864508,Cavanal Hill Funds,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/864508/000100472619000109/0001004726-19-000109-index.htm
0001398344-19-010098,N-MFP2,702435,Meeder Funds,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/702435/000139834419010098/0001398344-19-010098-index.htm
0001145549-19-016096,N-MFP2,865733,HOMESTEAD FUNDS INC,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/865733/000114554919016096/0001145549-19-016096-index.htm
0001727644-19-000047,N-MFP2,97098,BLACKROCK LIQUIDITY FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/97098/000172764419000047/0001727644-19-000047-index.htm
0001145549-19-016131,N-MFP2,855630,ELFUN GOVERNMENT MONEY MARKET FUND,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/855630/000114554919016131/0001145549-19-016131-index.htm
0001727644-19-000050,N-MFP2,355916,"BlackRock Variable Series Funds, Inc.",2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/355916/000172764419000050/0001727644-19-000050-index.htm
0000831363-19-000095,N-MFP2,1038520,DREYFUS INSTITUTIONAL PREFERRED MONEY MARKET FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/1038520/000083136319000095/0000831363-19-000095-index.htm
0001145549-19-016159,N-MFP2,778202,PNC FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/778202/000114554919016159/0001145549-19-016159-index.htm
0001760237-19-000034,N-MFP2,97098,BLACKROCK LIQUIDITY FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/97098/000176023719000034/0001760237-19-000034-index.htm
0001145549-19-016112,N-MFP2,908695,USAA MUTUAL FUNDS TRUST,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/908695/000114554919016112/0001145549-19-016112-index.htm
0001145549-19-016113,N-MFP2,908695,USAA MUTUAL FUNDS TRUST,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/908695/000114554919016113/0001145549-19-016113-index.htm
0001580642-19-002744,N-MFP2,924628,SARATOGA ADVANTAGE TRUST,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/924628/000158064219002744/0001580642-19-002744-index.htm
0001760237-19-000032,N-MFP2,319108,"BlackRock Series Fund, Inc.",2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/319108/000176023719000032/0001760237-19-000032-index.htm
0000030158-19-000086,N-MFP2,796251,DREYFUS TREASURY & AGENCY CASH MANAGEMENT,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/796251/000003015819000086/0000030158-19-000086-index.htm
0000030158-19-000088,N-MFP2,813383,BNY MELLON VARIABLE INVESTMENT FUND,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/813383/000003015819000088/0000030158-19-000088-index.htm
0000831363-19-000087,N-MFP2,803951,GENERAL CALIFORNIA MUNICIPAL MONEY MARKET FUND,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/803951/000083136319000087/0000831363-19-000087-index.htm
0000030158-19-000083,N-MFP2,740766,DREYFUS GOVERNMENT CASH MANAGEMENT FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/740766/000003015819000083/0000030158-19-000083-index.htm
0000810016-19-000006,N-MFP2,810016,Ivy Variable Insurance Portfolios,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/810016/000081001619000006/0000810016-19-000006-index.htm
0001145549-19-016132,N-MFP2,1011008,State Street Navigator Securities Lending Trust,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/1011008/000114554919016132/0001145549-19-016132-index.htm
0001300087-19-000012,N-MFP2,1300087,Thrivent Cash Management Trust,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/1300087/000130008719000012/0001300087-19-000012-index.htm
0001717734-19-000044,N-MFP2,844779,BLACKROCK FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/844779/000171773419000044/0001717734-19-000044-index.htm
0000883622-19-000013,N-MFP2,883622,IVY FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/883622/000088362219000013/0000883622-19-000013-index.htm
0001398344-19-010144,N-MFP2,778206,SHELTON FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/778206/000139834419010144/0001398344-19-010144-index.htm
0000030158-19-000096,N-MFP2,759667,DREYFUS CASH MANAGEMENT,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/759667/000003015819000096/0000030158-19-000096-index.htm
0000831363-19-000092,N-MFP2,867955,DREYFUS AMT-FREE MUNICIPAL CASH MANAGEMENT PLUS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/867955/000083136319000092/0000831363-19-000092-index.htm
0000898745-19-000432,N-MFP2,898745,PRINCIPAL FUNDS INC,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/898745/000089874519000432/0000898745-19-000432-index.htm
0001111565-19-000035,N-MFP2,1717375,Dreyfus Institutional Liquidity Funds,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/1717375/000111156519000035/0001111565-19-000035-index.htm
0001717734-19-000043,N-MFP2,97098,BLACKROCK LIQUIDITY FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/97098/000171773419000043/0001717734-19-000043-index.htm
0001145549-19-016145,N-MFP2,1094885,STATE STREET MASTER FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/1094885/000114554919016145/0001145549-19-016145-index.htm
0001717981-19-000059,N-MFP2,97098,BLACKROCK LIQUIDITY FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/97098/000171798119000059/0001717981-19-000059-index.htm
0001727644-19-000049,N-MFP2,97098,BLACKROCK LIQUIDITY FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/97098/000172764419000049/0001727644-19-000049-index.htm
0001145549-19-016091,N-MFP2/A,1121257,JNL INVESTORS SERIES TRUST,2019-06-06,2019-04-30,S000001684,https://www.sec.gov/Archives/edgar/data/1121257/000114554919016091/0001145549-19-016091-index.htm
0001206774-19-001834,N-MFP2,837276,Voya INVESTORS TRUST,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/837276/000120677419001834/0001206774-19-001834-index.htm
0001145549-19-015962,N-MFP2,756913,JOHN HANCOCK VARIABLE INSURANCE TRUST,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/756913/000114554919015962/0001145549-19-015962-index.htm
0001145549-19-016015,N-MFP2,778207,TRANSAMERICA SERIES TRUST,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/778207/000114554919016015/0001145549-19-016015-index.htm
0000831363-19-000091,N-MFP2,740123,DREYFUS TAX EXEMPT CASH MANAGEMENT FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/740123/000083136319000091/0000831363-19-000091-index.htm
0000030158-19-000089,N-MFP2,353560,"GENERAL MONEY MARKET FUND, INC.",2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/353560/000003015819000089/0000030158-19-000089-index.htm
0000831363-19-000089,N-MFP2,803950,GENERAL NEW YORK AMT-FREE MUNICIPAL MONEY MARKET FUND,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/803950/000083136319000089/0000831363-19-000089-index.htm
0000831363-19-000093,N-MFP2,1111565,BNY MELLON FUNDS TRUST,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/1111565/000083136319000093/0000831363-19-000093-index.htm
0000030158-19-000082,N-MFP2,885409,"DREYFUS BASIC MONEY MARKET FUND, INC.",2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/885409/000003015819000082/0000030158-19-000082-index.htm
0001145549-19-016117,N-MFP2,1352280,Columbia Funds Series Trust II,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/1352280/000114554919016117/0001145549-19-016117-index.htm
0001760237-19-000033,N-MFP2,844779,BLACKROCK FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/844779/000176023719000033/0001760237-19-000033-index.htm
0001145549-19-016151,N-MFP2,314650,EDWARD JONES MONEY MARKET FUND,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/314650/000114554919016151/0001145549-19-016151-index.htm
0000030158-19-000093,N-MFP2,1038520,DREYFUS INSTITUTIONAL PREFERRED MONEY MARKET FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/1038520/000003015819000093/0000030158-19-000093-index.htm
0000928816-19-000955,N-MFP2,932101,PUTNAM INVESTMENT FUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/932101/000092881619000955/0000928816-19-000955-index.htm
0001145549-19-016093,N-MFP2/A,1121257,JNL INVESTORS SERIES TRUST,2019-06-06,2019-04-30,S000062466,https://www.sec.gov/Archives/edgar/data/1121257/000114554919016093/0001145549-19-016093-index.htm
0000030158-19-000092,N-MFP2,819940,"BNY Mellon Investment Funds IV, Inc.",2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/819940/000003015819000092/0000030158-19-000092-index.htm
0001206774-19-001832,N-MFP2,877233,Voya SERIES FUND INC,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/877233/000120677419001832/0001206774-19-001832-index.htm
0001500666-19-000045,N-MFP2,934348,"MILES FUNDS, INC.",2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/934348/000150066619000045/0001500666-19-000045-index.htm
0001004726-19-000105,N-MFP2,1039803,PROFUNDS,2019-06-06,2019-05-31,,https://www.sec.gov/Archives/edgar/data/1039803/000100472619000105/0001004726-19-000105-index.htm
